id,text,author,link,category,date_of_publication,number_of_tokens,number_of_words_without_punctuation,number_of_types,number_of_links_inside_the_news,number_of_words_in_upper_case,number_of_verbs,number_of_subjunctive_and_imperative_verbs,number_of_nouns,number_of_adjectives,number_of_adverbs,number_of_modal_verbs,number_of_singular_first_and_second_personal_pronouns,number_of_plural_first_personal_pronouns,number_of_pronouns,pausality,number_of_characters,average_sentence_length,average_word_length,percentage_of_news_with_spelling_errors,emotiveness,diversity
674,"Moro é premiado com a mesma honraria que recebeu o ex-presidente dos EUA, Jimmy Carter. .  O Presidente da Universidade de Notre Dame, Rev. John I. Jenkins, CSC , entregou o Prêmio Notre Dame ao juiz brasileiro Sérgio Moro em uma cerimônia realizada nesta segunda-feira (2) em São Paulo. Moro recebeu o prêmio por seus valentes esforços para preservar a ""integridade do país através de sua firmeza e aplicação imparcial da lei "". ""Os destinatários do Prêmio Nota Dame Award, cada um a sua maneira, foram pilares de consciência e integridade, cujas ações beneficiaram seus compatriotas [...] enquanto se comprometeram com a fé, a justiça, a paz, a verdade e a solidariedade com os mais vulneráveis   "", disse o padre Jenkins. ""No caso do Dr. Moro, a Universidade reconhece que ele está envolvido em nada menos que a preservação da integridade de sua nação, apesar de sua aplicação firme e imparcial da lei. Ao abordar os problemas perniciosos da corrupção pública de uma maneira judiciosa, mas diligente, o Dr. Moro marcou uma diferença marcante para todos os brasileiros e para a humanidade em geral na nossa sede universal de justiça "". Moro é um juiz federal na cidade do sul de Curitiba, que ganhou reconhecimento e elogio internacional nos últimos anos pela sentença de poderosos políticos e líderes de negócios brasileiros por acusações de corrupção. Mais recentemente, como parte de uma investigação de quatro anos da petrolífera estatal Petrobras, ele condenou o ex-presidente brasileiro Luiz Inácio Lula da Silva a quase 10 anos de prisão. Modelando sua abordagem baseada na Operação ""Mãos Limpas"" (Itália década de 1990), Moro também desempenhou um papel fundamental no caso do ""Banestado"" que levou à acusação de 97 pessoas por acusações de corrupção, e a Operação Farol da Colina, na qual o juiz apelou para a prisão preventiva de 103 suspeitos por cometer lavagem de dinheiro, evasão de impostos e outros crimes. A revista Fortune classificou Moro como o 13 o na lista dos maiores líderes do mundo e a revista Time o incluiu em sua lista das 100 pessoas mais influentes do mundo. Moro, 45, foi criado em Maringá, uma cidade no sul do estado do Paraná. Obteve bacharelado em Direito pela Universidade Estadual de Maringá e um doutorado na Universidade Federal do Paraná. Estudou no exterior através de um programa de intercâmbio na Harvard Law School em 1998. Nomeado em sua posição atual em 1996, ele participou em 2007 no Programa de Liderança de Visitantes Internacionais do Departamento de Estado dos EUA, visitando agências dos EUA e instituições responsáveis   pela prevenção e combate ao branqueamento de capitais. Os premiados anteriores do prêmio incluem o ex-presidente Jimmy Carter e sua esposa, Rosalynn, Madre Teresa, vencedora do Prêmio Nobel da Paz John Hume da Irlanda do Norte, o humanitário canadense Jean Vanier e o líder dos direitos civis dos EUA, Leon Sullivan.",None,https://www.diariodobrasil.org/moro-e-premiado-com-a-mesma-honraria-que-recebeu-o-ex-presidente-dos-eua-jimmy-carter/,sociedade_cotidiano,02/10/2017,537,475,266,1,6,42,0,145,28,13,2,0,0,28,2.58333,2338,19.7917,4.92211,0.0,0.219251,0.56
1466,"Ex-funcionário do Ministério da Agricultura (preso pela PF) tinha vários processos disciplinares. .  Daniel Gonçalves, ex-superintendente do Ministério da Agricultura, preso hoje pela PF na Operação Carne Fraca (que deveria se chamar Carne Estragada), tinha uma dúzia de processos disciplinares por denúncias sobre cobrança de propina. Na época em que estava na pasta, as denúncias vinham das próprias empresas que se sentiam pressionadas pelo funcionário público ""temporário"". As propinas eram denominadas como ""ajuda de custo"" e várias empresas relataram que chegaram a pagar até 50 mil reais por mês. A atual senadora Kátia Abreu (PMDB/TO), que comandava o Ministério da Agricultura em 2015, foi contra a indicação do funcionário, que acabou tomando posse por pressão da bancada paranaense no Congresso. Osmar Serraglio (Ministro da Justiça) e Ricardo Barros (Ministro da Saúde) defendem Daniel Gonçalves a todo custo. Já a PF afirmou que Gonçalves era ""líder de uma quadrilha"". (informações de Maurício Lima da Veja)",None,https://www.diariodobrasil.org/ex-funcionario-do-ministerio-da-agricultura-preso-pela-pf-tinha-varios-processos-disciplinares/,sociedade_cotidiano,17/03/2017,186,156,107,0,5,22,1,50,4,2,2,0,0,11,3.33333,830,17.3333,5.32051,0.0,0.0833333,0.685897
2063,"A Nasa tem que estudar o brasileiro? Um mecânico conseguiu adaptar o motor de uma Titan 150 em uma Saveiro.  Se o Brasil não fosse um país com tantos governantes ""ladrões"" e valorizasse mais o seu povo,  seríamos um país revolucionário.  Veja só o que fez esse mecânico: Um vídeo que está se espalhando nas redes sociais mostra a criatividade do profissional. Primeiro ele pegou um carro Volkswagen Voyage,  cortou a carroceria e o transformou em uma pick-up Saveiro. Para economizar no combustível,  ele fez o inimaginável: adaptou o motor de uma motocicleta Titan 150 cilindradas no veículo. Veja o resultado:",None,https://www.diariodobrasil.org/a-nasa-tem-que-estudar-o-brasileiro-um-mecanico-conseguiu-adaptar-o-motor-de-uma-titan-150-em-uma-saveiro/,tv_celebridades,18/10/2016,115,102,72,0,0,18,3,30,3,4,2,0,0,10,2.16667,491,17.0,4.81373,0.00980392,0.145833,0.705882
59,"População está enviando fezes para os deputados pelos Correios. Fezes via Sedex ! O fato é que a população se cansou das sujeiras que os políticos estão fazendo na política e decidiu devolver para os excelentíssimos um recado mal educado para ver se desta maneira eles compreendem como se sente cada cidadão ao ler o noticiário.

Algo não cheira bem na República. O Departamento de Polícia Legislativa da Câmara dos Deputados investiga o envio de correspondências inusitadas para os deputados e alguns ministérios: dentro do envelope, com os respectivos endereços, papéis higiênicos sujos de fezes.


A Polícia Legislativa está investigando o envio de fezes, através dos Correios, para deputados federais e ministros. O presidente da Câmara, Rodrigo Maia (DEM), chegou a ter um dos envelopes aberto em seu gabinete.

De acordo com o G1, a Polícia Legislativa deverá no máximo lavrar um termo circunstanciado, visto que o ataque é tratado como uma brincadeira de mau gosto e deverá ser enquadrado como contravenção, dado o baixo grau de poder ofensivo. O termo circunstanciado será, então, encaminhado à Justiça..

Embora o presidente Michel Temer não tenha recebido pessoalmente nenhuma encomenda, em função do serviço de segurança investigar correspondência suspeita, ele é um dos maiores alvos de fezes por parte da população. Estima-se que todos os dias cheguem de 8 a 15 envelopes com papel higiênico usado.",Josias Oliveira,https://afolhabrasil.com.br/politica/populacao-esta-enviando-fezes-para-os-deputados-pelos-correios/,sociedade_cotidiano,2017-06-28,254,224,149,0,2,34,3,61,13,12,9,0,0,14,2.5,1154,18.6667,5.15179,0.0,0.263158,0.665179
2298,"RIO 2016: Advogado diz que comprou ingressos falsos de ator da Globo. Ator diz que também foi enganado.  Um torcedor disse que o ator Murilo Rosa lhe vendeu 2 ingressos falsos para a final do futebol entre Brasil e Alemanha,  no Maracanã.  O advogado relata que o ator cobrou R$ 1, 5 mil por dois bilhetes para o jogo da final do futebol masculino. O homem e seu filho,  de 12 anos,  foram barrados ao tentar entrar com os ingressos no Maracanã. ""Estávamos na fila do portão B quando fiquei sabendo o ator estava vendendo ingressos. Ele estava com a mulher e queria vender os 2 ingressos por R$ 2 mil. Ofereci R$ 1, 5 mil e ele aceitou. Comprei dele porque ele é um ator famoso e passa credibilidade. Ao usar os ingressos fui barrado e me informaram que era m falsos"" disse o advogado. O ator Murilo Rosa disse ao jornal EXTRA que comprou os ingressos de um desconhecido e não fazia idéia de que as entradas eram falsas. Ele confirmou que realmente vendeu os ingressos para o homem e só se desfez das entradas porque descobriu que os lugares eram em assentos separados,  o que não permitiria que ele ficasse junto de sua esposa. ""Comprei esses ingressos por R$ 2 mil no Parque Olímpico de um homem bem apessoado. Fiquei um pouco constrangido de vender,  mas tinha muita gente querendo ingresso e decidir vender. Jamais imaginei que os ingressos eram falsos"" relatou Murilo. Foi aberto inquérito na 18a DP e o caso será investigado como estelionato. (A informação é do jornal carioca EXTRA )",None,https://www.diariodobrasil.org/rio-2016-advogado-diz-que-comprou-ingressos-falsos-de-ator-da-globo-ator-diz-que-tambem-foi-enganado/,politica,21/08/2016,300,266,151,1,9,60,1,68,12,10,7,1,0,15,2.0,1183,15.6471,4.44737,0.0037594,0.171875,0.567669
3504,"Rebeldes sírios derrubam outra aeronave russa. Helicóptero foi derrubado com um míssil (vídeo).  Um vídeo foi divulgado agora pouco pelo grupo ""Free Syrian Army"" e mostra o exato momento em que um helicóptero russo é derrubado por um míssil lançado por rebeldes sírios.  O helicóptero atingido havia feito um pouso de emergência na área montanhosa da província de Latakia. A aeronave fazia buscas pela tripulação do avião russo que havia sido derrubado pela Turquia,  após o caça violar o espaço aéreo do país. O Ministério da Defesa russo afirmou que não houve violação do espaço aéreo turco e que o avião fazia seu voo na altitude correta. A aeronave fazia buscas pela tripulação do avião russo que havia sido derrubado pela Turquia,  após o caça violar o espaço aéreo do país. O Ministério da Defesa russo afirmou que não houve violação do espaço aéreo turco e que o avião fazia seu voo na altitude correta. Veja o vídeo:",None,https://www.diariodobrasil.org/rebeldes-sirios-derrubam-outra-aeronave-russa-helicoptero-foi-derrubado-com-um-missil-video/,sociedade_cotidiano,24/11/2015,173,158,75,0,0,31,1,44,19,3,8,0,0,6,1.66667,748,17.5556,4.73418,0.0,0.293333,0.474684
600,"Faustão chama político de ""safado"" e internautas tentam descobrir se crítica foi para Aécio ou Temer.  Quando a missão é dar alfinetadas no políticos, Faustão não mede esforços e vai pra cima com tudo!.  O músico MC Kevinho estava no palco explicando que fez uma parceria com o cantor Wesley Safadão [...] foi o bastante para que Fausto Silva interrompesse Kevinho e soltasse os cachorros. O apresentador questionou o MC em tom de ironia: ""Safadão? Qual Safadão? Safadão é o que mais tem no Brasil. O último safado que apareceu agora era o que se dizia mais correto"" , disse. O comentário não passou despercebido nas redes sociais e a dúvida era se Fausto fez uma crítica direta a Aécio ou a Temer. De quem será que o apresentador estava falando ? abaixo algumas postagens do twitter:",None,https://www.diariodobrasil.org/faustao-chama-politico-de-safado-e-internautas-tentam-descobrir-se-critica-foi-para-aecio-ou-temer/,tv_celebridades,15/10/2017,155,134,87,0,2,28,2,40,6,7,1,0,0,10,2.1,623,13.4,4.64925,0.0,0.191176,0.649254
3591,"Depois do sucesso da mandioca,  vem aí a Raiz. Ex-petista quer fundar o 36o partido político do país. .  A deputada federal e ex-prefeita de São Paulo Luiza Erundina (atual PSB) vai comandar no dia 22 de janeiro a reunião de fundação do seu próprio partido,  a Raiz Movimento Cidadanista. Inspirada no Podemos,  da Espanha,  e Syriza,  da Grécia,  novos partidos de cunho socialista que despontaram na Europa nos últimos anos,  o movimento liderado por Erundina já organizou diretórios em 21 Estados e começará sua coleta de assinaturas para conseguir o registro junto ao TSE. Para conseguir o registro e tornar-se a 36a legenda em funcionamento no Brasil,  a Raiz Cidadanista precisa agora reunir 486 mil assinaturas.",None,https://www.diariodobrasil.org/depois-do-sucesso-da-mandioca-vem-ai-a-raiz-ex-petista-quer-fundar-o-36o-partido-politico-do-pais23/,politica,14/10/2015,132,119,90,0,2,16,0,38,9,5,1,0,0,5,1.85714,574,17.0,4.82353,0.0,0.259259,0.756303
1183,"Na surdina? Deputados tentaram votar reajuste para servidores federais na madrugada. .  Enquanto não há dinheiro para pagar os pobres velhinhos que recebem apenas 1 salário mínimo de aposentadoria, a Câmara dos Deputados faz sua parte [...] só que faz ao contrário.",None,https://www.diariodobrasil.org/na-surdina-deputados-tentaram-votar-reajuste-para-servidores-federais-na-madrugada/,politica,25/05/2017,48,40,36,0,0,7,0,11,2,6,0,0,0,3,1.14286,213,5.71429,5.325,0.0,0.444444,0.9
3496,"Pesquisa feita no Norte do país mostra queda na popularidade de Lula.  O apoio ao PT e seus eventuais candidatos numa disputa presidencial também despencou na região norte do país.  Uma Pesquisa realizada no estado do PARÁ entre os dias 13 e 17 de novembro indica o senador Aécio Neves,  venceria com folga uma disputa presidencial no estado,  deixando para trás o ex-presidente Luiz Inácio Lula da Silva e a ex-senadora Marina Silva. O resultado da pesquisa,  que ouviu 1.285 eleitores em 58 municípios,  mostra o senador tucano com 39, 9% da preferência do eleitorado do Pará,  enquanto Lula e Marina aparecem empatados tecnicamente com 17, 1% e 17% respectivamente das intenções de votos no estado. Em simulação que inclui o governador de São Paulo,  Geraldo Alckmin,  como candidato do PSDB,  o tucano obteve 23, 7% das intenções de voto,  mas também a frente de Lula,  que aparece com 17, 6% da preferência do eleitorado. Em um eventual segundo turno,  a vantagem de Aécio se mantém. Se seu adversário fosse Lula,  o tucano venceria por 58, 4% a 21, 5%. Caso disputasse com a ex-senadora Marina,  Aécio também sairia vitorioso com 51, 5% dos votos contra 28, 8%. A região Norte,  que garantiu a vitória da presidente Dilma Rousseff no ano passado e onde o PT assegurou quase uma espécie de hegemonia nas últimas quatro eleições presidenciais,  mostra que esse quadro mudou. Ainda de acordo com a pesquisa realizada pelo Instituto Paraná,  a rejeição a uma eventual candidatura de Lula no Pará chega a 64%,  enquanto a gestão da presidente Dilma é desaprovada por 87, 4% do eleitorado do estado.",None,https://www.diariodobrasil.org/pesquisa-feita-no-norte-do-pais-mostra-queda-na-popularidade-de-lula/,politica,24/11/2015,317,274,158,0,4,27,2,84,11,11,1,0,0,8,3.58333,1260,22.8333,4.59854,0.0,0.198198,0.576642
3500,"Após a derrubada do avião russo,  os pilotos foram capturados e assassinados.  O mundo mais próximo de uma guerra com a derrubada de um avião Russo..  fontes: (Antonio Martins,  Outras Palavras / pragmatismo político ) O fantasma de uma guerra global voltou a se manifestar esta manhã,  quando dois aviões de caça turcos dispararam contra um bombardeiro russo,  que atacava instalações militares do Califado Islâmico na Síria. O avião,  que voava próximo à fronteira sírio-turca (há controvérsias sobre a localização exata) foi derrubado e destruído. Os dois pilotos ejetaram-se da cabine,  mas foram capturados e mortos por terroristas. A Turquia integra a OTAN,  aliança militar dirigida pelos EUA. É a primeira vez,  desde os anos 1950,  que ocorre uma escaramuça de tal natureza entre duas potências nucleares. Ainda não se sabe como reagirá Moscou ( Vladimir Putin considerou-se ""apunhalado pelas costas"" ),  mas num mundo à beira de um ataque de nervos as consequências podem ser dramáticas. Por que a Turquia agiu deste modo? Quais podem ser os desdobramentos? Dois textos de Noam Chomsky,  intelectual norte-americano dissidente,  ajudam a explicar os motivos  e,  ao fazê-lo,  tornam o fato ainda mais dramático. O primeiro,  ainda sem tradução em português,  foi publicado ontem,  na revista digital Alternet. A Turquia está se convertendo rapidamente num foco de grandes tensões,  bem no centro de uma região tradicionalmente explosiva,  explica o filósofo e linguista. Pressionado por oposição de esquerda e por uma situação geopolítica desconfortável,  seu governo tenta manter-se com base em repressão interna e na busca de um inimigo externo. Seus serviços de segurança são acusados de cumplicidade no atentado a bomba que matou 99 manifestantes pela paz,  em meados de outubro (a autoria direta foi reivindicada pelo ISIS). Mais recentemente,  o presidente Recep Tayyip Erdogan voltou-se contra a liberdade de expressão. Para reconquistar maioria parlamentar nas eleições de 1o de Novembro,  Erdogan silenciou a imprensa opositora. Os prédios do grupo de comunicação Ikea  sedes de dois jornais ( Bugun e Millet ) e duas redes de TV  foram invadidos pela polícia . O Estado assumiu o controle do grupo,  demitiu 71 jornalistas e impôs nova linha editorial . No dia das eleições,  ambos estamparam,  em manchete,  fotos do chefe de Estado,  acompanhadas dos títulos ""O presidente entre o povo"" e ""Turquia unida"". Após o pleito,  dois jornalistas foram encarcerados e 30 processados,  a pretexto de ""insultar o presidente"" e ""fazer propaganda terrorista"". Na recente reunião do G-20 ,  realizada na cidade turca de Antalya,  dezenas de jornalistas locais foram barrados. Tudo isso,  num país que os governos ocidentais rotulam como aliado democrático. O descontrole de Erdogan deve-se,  em parte,  à situação delicada em que ele próprio colocou a Turquia,  no cenário de um Oriente Médio em que o poder norte-americano declina. Aliado de Washington,  o país foi pivô,  desde 2011,  do esforço norte-americano para usar a mão-de-gato do ISIS contra Bashar Assad,  o presidente da Síria. Pela fronteira turco-síria,  propositalmente escancarada,  passaram milhares de fundamentalistas e enorme quantidade de material militar que alimentaram o terrorismo,  relata Patrick Cockburn em A origem do Estado islâmico  um livro indispensável sobre o tema. Porém os EUA,  perdidos num emaranhado de alianças contraditórias na região,  precisaram atender também a outros interesses  o que deixou a Turquia em sinuca geopolítica. Há dois meses,  quando Moscou aliou-se ao governo sírio e lançou sua aviação contra o ISIS,  Washington viu seu poder ameaçado. Reagiu dando apoio militar às guerrilhas curdas. Quando o fez,  contrariou Erdogan,  que promove uma guerra implacável contra o possível surgimento de um Estado curdo. A situação do presidente turco tornou-se ainda mais delicada após os atentados de Paris. Erdogan teme que os Estados Unidos fortaleçam os curdos,  ao ampliar o apoio militar que dão a eles. O ataque ao avião russo é certamente uma provocação com objetivo de sacudir o tabuleiro. Erdogan tem instrumentos para tentar reconquistar os EUA. O New York Times especulou há pouco que,  a pedido da Turquia,  a Nato realizará,  ainda hoje,  uma reunião de emergência. Washington estará dividida. Manterá o apoio militar aos curdos,  correspondendo à pressão da opinião pública internacional para derrotar o ISIS? Ou cederá à Turquia,  um aliado que não deseja abandonar,  para que as ambições geopolíticas norte-americanas não se degradem ainda mais no Oriente Médio? O segundo texto de Chomsky  uma entrevista concedida em março último à revista Jacobine e já traduzida por Outras Palavras  enxerga o problema de uma perspectiva de mais longo prazo. O filósofo dissidente vê os EUA como um império decadente,  que já não é capaz de construir hegemonia,  porque tornou-se incapaz de satisfazer aliados ou neutralizar inimigos e agora age apenas segundo seus próprios interesses. Foi esta condição declinante,  explica Chomsky,  que levou Washington a criar,  no Oriente Médio,  a situação ideal para formação do ISIS. Os EUA devastaram Iraque,  Afeganistão e Líbia,  em três guerras insanas. Estes países são exatamente,  os santuários onde os fundamentalistas formam e treinam os terroristas que promoverão atentados como os que abalaram Paris. Embora sempre esperançoso,  Chomsky reconhece,  na entrevista,  que há razões para uma atitude mais cautelosa e alerta. Do contrário,  frisa ele,  ""o mundo que estamos criando para nossos netos será cada vez mais ameaçador"".",None,https://www.diariodobrasil.org/apos-a-derrubada-do-aviao-russo-os-pilotos-foram-capturados-e-assassinados/,sociedade_cotidiano,24/11/2015,998,870,485,11,14,133,2,250,70,44,14,0,0,57,2.97674,4491,20.2326,5.16207,0.00344828,0.29765,0.557471
